kabupaten bolaang mongondow timur,0.7152651,124.46419
kabupaten bolaang mongondow utara,0.9070359,123.26573
kabupaten kepulauan sangihe,3.5303211,125.5439
kabupaten kepulauan siau tagulandang biaro,2.0995245,125.374054
kabupaten kepulauan talaud,4.306674,126.80349
kabupaten minahasa,1.2168837,124.81826
kabupaten minahasa selatan,1.0946773,124.46419
kabupaten minahasa tenggara,1.0278552,124.72987
kabupaten minahasa utara,1.5327973,124.99475
kota bitung,1.4403744,125.12165
kota kotamobagu,0.7243733,124.31993
kota manado,1.4748305,124.84208
kota tomohon,1.3229337,124.84051
sulawesi barat,-2.8441372,119.23208
kabupaten majene,-3.029725,118.90628
kabupaten mamasa,-2.911821,119.325035
kabupaten mamuju,-2.7293365,118.92957
kabupaten mamuju utara,-1.5264542,119.51077
kabupaten polewali mandar,-3.3419323,119.13906
maluku dan papua,-2.60612,140.669
maluku,-3.2384615,130.14528
kabupaten buru,-3.3307378,126.695724
kabupaten buru selatan,-3.7273972,126.695724
kabupaten kepulauan aru,-6.19465,134.55019
kabupaten maluku barat daya,-7.7851586,126.34981
kabupaten maluku tengah,-3.0166502,129.48643
kabupaten maluku tenggara,-5.7512455,132.72716
kabupaten maluku tenggara barat,-7.532264,131.36111
kabupaten seram bagian barat,-3.1271574,128.40083
kabupaten seram bagian timur,-3.4233267,130.22713
kota ambon,-3.6553931,128.19077
kota tual,-5.568032,132.34464
maluku utara,1.5709993,127.80877
kabupaten halmahera barat,1.3589664,127.59607
kabupaten halmahera tengah,0.4419543,128.35872
kabupaten halmahera utara,1.5074308,127.89367
kabupaten halmahera selatan,-1.5109015,127.72377
kabupaten kepulauan sula,-1.8321222,125.95878
kabupaten halmahera timur,1.3121235,128.48499
kabupaten pulau morotai,2.365667,128.40083
kota ternate,0.7898868,127.37538
kota tidore kepulauan,0.5060207,127.68123
papua,-4.269928,138.08035
kabupaten asmat,-5.057396,138.39882
kabupaten biak numfor,-1.0381021,135.98009
kabupaten boven digoel,-5.7400017,140.34819
kabupaten deiyai,-4.0974894,136.4393
kabupaten dogiyai,-4.045414,135.67635
kabupaten intan jaya,-3.5076423,136.74785
kabupaten jayapura,-2.5916026,140.669
kabupaten jayawijaya,-4.000448,138.79951
kabupaten keerom,-3.3449535,140.76245
kabupaten kepulauan yapen,-1.7469358,136.1709
kabupaten lanny jaya,-3.971033,138.31903
kabupaten mamberamo raya,-2.5331254,137.76376
kabupaten mamberamo tengah,-3.6321082,138.9606
kabupaten mappi,-6.760647,139.69113
kabupaten merauke,-8.499112,140.40498
kabupaten mimika,-4.4553223,137.13622
kabupaten nabire,-3.5095463,135.7521
kabupaten nduga,-4.4069495,138.23935
kabupaten paniai,-3.7876441,136.36247
kabupaten pegunungan bintang,-4.558987,140.51357
kabupaten puncak,-6.702819,106.99902
kabupaten puncak jaya,-3.446789,137.84273
kabupaten sarmi,-2.4678144,139.20308
kabupaten supiori,-0.7295099,135.63852
kabupaten tolikara,-3.481132,138.47873
kabupaten waropen,-2.8435717,136.67053
kabupaten yahukimo,-4.493972,139.528
kabupaten yalimo,-3.7852848,139.4466
